obs_at,temp,wind,gust,visibility,humidity,pressure,pressure_trend,weather,Wind gust in miles per hour
2021-07-20T16:00:00Z,26.5°,NNE_9,NA,E,56%,"1,020",R,Sunny day,NA
2021-07-20T17:00:00Z,25.7°,NNE_10,NA,VG,59%,"1,020",R,Sunny day,NA
2021-07-20T18:00:00Z,24.7°,NNE_9,NA,VG,65%,"1,020",R,Sunny day,NA
2021-07-20T19:00:00Z,22.1°,N_9,NA,G,76%,"1,021",R,Cloudy,NA
2021-07-20T20:00:00Z,20.0°,N_7,NA,G,84%,"1,021",R,Sunny day,NA
2021-07-20T21:00:00Z,18.3°,N_7,NA,M,90%,"1,022",R,Mist,NA
2021-07-20T22:00:00Z,17.4°,NNW_8,NA,M,96%,"1,022",R,Mist,NA
2021-07-20T23:00:00Z,17.0°,NNW_7,NA,M,96%,"1,023",R,Mist,NA
2021-07-21T00:00:00Z,17.2°,NNW_7,NA,P,97%,"1,023",R,Mist,NA
2021-07-21T01:00:00Z,17.3°,N_7,NA,M,94%,"1,023",R,Mist,NA
2021-07-21T02:00:00Z,17.3°,N_8,NA,M,94%,"1,023",R,Mist,NA
2021-07-21T03:00:00Z,17.1°,N_7,NA,M,94%,"1,023",R,Mist,NA
2021-07-21T04:00:00Z,17.0°,NNW_7,NA,M,94%,"1,023",R,Mist,NA
2021-07-21T05:00:00Z,17.0°,NNE_7,NA,M,93%,"1,024",R,Mist,NA
2021-07-21T06:00:00Z,17.6°,N_5,NA,M,90%,"1,024",R,Mist,NA
2021-07-21T07:00:00Z,18.2°,N_5,NA,G,85%,"1,024",R,Cloudy,NA
2021-07-21T08:00:00Z,19.7°,NE_3,NA,G,79%,"1,024",R,Cloudy,NA
2021-07-21T09:00:00Z,20.5°,E_6,NA,VG,75%,"1,024",R,Cloudy,NA
2021-07-21T10:00:00Z,21.1°,SE_6,NA,VG,75%,"1,025",R,Cloudy,NA
2021-07-21T11:00:00Z,21.3°,SE_7,NA,VG,74%,"1,025",R,Cloudy,NA
2021-07-21T12:00:00Z,21.7°,S_7,NA,VG,74%,"1,025",R,Sunny intervals,NA
2021-07-21T13:00:00Z,22.2°,SE_6,NA,VG,69%,"1,024",F,Sunny day,NA
2021-07-21T14:00:00Z,23.7°,S_8,NA,VG,65%,"1,024",F,Sunny day,NA
2021-07-21T15:00:00Z,24.6°,SSE_8,NA,VG,63%,"1,024",F,Sunny day,NA
2021-07-21T16:00:00Z,24.9°,SSE_8,NA,VG,60%,"1,023",F,Sunny intervals,NA
2021-07-21T17:00:00Z,25.4°,SSE_7,NA,G,61%,"1,023",F,Sunny intervals,NA
2021-07-21T18:00:00Z,25.0°,SE_7,NA,VG,61%,"1,023",F,Cloudy,NA
2021-07-21T19:00:00Z,23.9°,SSE_7,NA,VG,66%,"1,023",F,Sunny intervals,NA
2021-07-21T20:00:00Z,22.6°,SSE_8,NA,G,73%,"1,024",R,Sunny intervals,NA
2021-07-21T21:00:00Z,20.4°,SSE_9,NA,G,81%,"1,024",R,Clear night,NA
2021-07-21T22:00:00Z,18.8°,SSE_9,NA,G,85%,"1,024",R,Clear night,NA
2021-07-21T23:00:00Z,17.6°,SSE_7,NA,G,90%,"1,024",R,Clear night,NA
2021-07-22T00:00:00Z,16.7°,SSE_6,NA,G,92%,"1,024",R,Clear night,NA
2021-07-22T01:00:00Z,16.1°,SSE_9,NA,G,94%,"1,024",F,Clear night,NA
2021-07-22T02:00:00Z,15.3°,SSE_5,NA,M,95%,"1,024",F,Mist,NA
2021-07-22T03:00:00Z,14.8°,S_5,NA,M,96%,"1,024",F,Mist,NA
2021-07-22T04:00:00Z,14.0°,SW_3,NA,M,97%,"1,024",F,Mist,NA
2021-07-22T05:00:00Z,14.3°,SSW_2,NA,M,98%,"1,024",F,Mist,NA
2021-07-22T06:00:00Z,15.3°,SW_3,NA,M,99%,"1,024",R,Mist,NA
2021-07-22T07:00:00Z,16.1°,S_2,NA,M,96%,"1,024",R,Mist,NA
2021-07-22T08:00:00Z,17.2°,WSW_3,NA,M,93%,"1,024",R,Cloudy,NA
2021-07-22T09:00:00Z,19.8°,N_1,NA,VG,84%,"1,024",F,Sunny day,NA
2021-07-22T10:00:00Z,23.1°,NNE_5,NA,VG,71%,"1,024",F,Sunny day,NA
2021-07-22T11:00:00Z,25.3°,NNE_5,NA,VG,64%,"1,024",F,Sunny day,NA
2021-07-22T12:00:00Z,25.5°,NNE_6,NA,VG,60%,"1,023",F,Sunny day,NA
2021-07-22T13:00:00Z,25.7°,NNE_9,NA,VG,63%,"1,023",F,Sunny day,NA
2021-07-22T14:00:00Z,25.4°,NNE_13,NA,VG,68%,"1,023",F,Sunny day,NA
2021-07-22T15:00:00Z,24.0°,N_14,NA,VG,69%,"1,022",F,Sunny day,NA
2021-07-22T16:00:00Z,23.2°,N_14,NA,VG,72%,"1,023",F,Sunny day,NA
2021-07-22T17:00:00Z,22.1°,N_11,NA,VG,75%,"1,022",F,Sunny day,NA
2021-07-22T18:00:00Z,19.8°,N_13,NA,M,81%,"1,022",F,Sunny day,NA
2021-07-22T19:00:00Z,18.1°,N_9,NA,M,86%,"1,023",R,Mist,NA
2021-07-22T20:00:00Z,17.3°,N_9,NA,M,89%,"1,023",R,Mist,NA
2021-07-22T21:00:00Z,17.2°,N_8,NA,G,89%,"1,023",R,Overcast,NA
2021-07-22T22:00:00Z,17.0°,N_6,NA,G,90%,"1,023",R,Overcast,NA
2021-07-22T23:00:00Z,16.6°,N_6,NA,M,92%,"1,023",R,Mist,NA
2021-07-23T00:00:00Z,16.1°,NNW_3,NA,P,98%,"1,023",F,Overcast,NA
2021-07-23T01:00:00Z,16.1°,N_3,NA,P,99%,"1,023",F,Mist,NA
2021-07-23T02:00:00Z,16.1°,NE_3,NA,P,99%,"1,022",F,Drizzle,NA
2021-07-23T03:00:00Z,16.1°,NNE_2,NA,M,99%,"1,022",F,Overcast,NA
2021-07-23T04:00:00Z,16.0°,SSW_2,NA,P,98%,"1,022",F,Overcast,NA
2021-07-23T05:00:00Z,16.0°,S_5,NA,P,98%,"1,021",F,Drizzle,NA
2021-07-23T06:00:00Z,16.0°,SSE_3,NA,M,99%,"1,021",F,Overcast,NA
2021-07-23T07:00:00Z,16.5°,S_5,NA,M,98%,"1,021",F,Mist,NA
2021-07-23T08:00:00Z,17.2°,SSE_6,NA,G,93%,"1,021",F,Overcast,NA
2021-07-23T09:00:00Z,18.2°,S_6,NA,VG,84%,"1,021",F,Cloudy,NA
2021-07-23T10:00:00Z,19.6°,SE_5,NA,VG,72%,"1,020",F,Cloudy,NA
2021-07-23T11:00:00Z,20.7°,SSE_5,NA,VG,64%,"1,019",F,Sunny intervals,NA
2021-07-23T12:00:00Z,21.9°,S_7,NA,VG,63%,"1,019",F,Cloudy,NA
2021-07-23T13:00:00Z,21.8°,E_6,NA,VG,60%,"1,018",F,Cloudy,NA
2021-07-23T14:00:00Z,23.2°,SSE_7,NA,VG,59%,"1,018",F,Cloudy,NA
2021-07-23T15:00:00Z,22.6°,SE_7,NA,VG,59%,"1,017",F,Sunny intervals,NA
2021-07-23T16:00:00Z,22.6°,SE_10,NA,E,60%,"1,017",F,Cloudy,NA
2021-07-23T17:00:00Z,21.9°,SSE_10,NA,E,62%,"1,017",F,Cloudy,NA
2021-07-23T18:00:00Z,21.0°,SE_9,NA,VG,61%,"1,016",F,Sunny day,NA
2021-07-23T19:00:00Z,19.5°,SSE_8,NA,VG,66%,"1,016",F,Cloudy,NA
2021-07-23T20:00:00Z,17.9°,SSE_7,NA,VG,72%,"1,016",F,Sunny day,NA
2021-07-23T21:00:00Z,16.8°,SE_5,NA,VG,78%,"1,016",R,Clear night,NA
2021-07-23T22:00:00Z,16.6°,SE_3,NA,VG,79%,"1,016",F,Cloudy,NA
2021-07-23T23:00:00Z,16.6°,E_3,NA,VG,81%,"1,016",R,Cloudy,NA
2021-07-24T00:00:00Z,16.6°,E_3,NA,VG,81%,"1,016",F,Overcast,NA
2021-07-24T01:00:00Z,16.5°,E_3,NA,VG,83%,"1,016",F,Overcast,NA
2021-07-24T02:00:00Z,15.9°,NE_3,NA,VG,84%,"1,015",F,Overcast,NA
2021-07-24T03:00:00Z,15.5°,NE_6,NA,VG,81%,"1,014",F,Overcast,NA
2021-07-24T04:00:00Z,15.3°,ENE_6,NA,VG,80%,"1,014",F,Overcast,NA
2021-07-24T05:00:00Z,15.3°,ENE_6,NA,E,76%,"1,013",F,Overcast,NA
2021-07-24T06:00:00Z,15.4°,NE_5,NA,E,77%,"1,013",F,Overcast,NA
2021-07-24T07:00:00Z,15.9°,E_8,NA,E,73%,"1,014",R,Overcast,NA
2021-07-24T08:00:00Z,16.1°,ENE_6,NA,VG,73%,"1,014",R,Overcast,NA
2021-07-24T09:00:00Z,16.2°,E_7,NA,VG,72%,"1,014",R,Overcast,NA
2021-07-24T10:00:00Z,16.4°,E_5,NA,VG,73%,"1,013",F,Overcast,NA
2021-07-24T11:00:00Z,16.7°,E_6,NA,VG,73%,"1,013",F,Overcast,NA
2021-07-24T12:00:00Z,17.0°,E_5,NA,VG,72%,"1,013",F,Overcast,NA
2021-07-24T13:00:00Z,17.7°,NNE_6,NA,VG,76%,"1,012",F,Overcast,NA
2021-07-24T14:00:00Z,17.7°,NE_10,NA,VG,72%,"1,012",F,Cloudy,NA
2021-07-24T15:00:00Z,18.4°,NNE_11,NA,VG,71%,"1,012",F,Overcast,NA
2021-07-24T16:00:00Z,17.9°,NNE_11,NA,VG,71%,"1,012",R,Overcast,NA
2021-07-24T17:00:00Z,17.9°,NE_10,NA,VG,71%,"1,012",F,Overcast,NA
2021-07-24T18:00:00Z,17.5°,NE_9,NA,VG,74%,"1,012",F,Overcast,NA
2021-07-24T19:00:00Z,17.1°,NE_7,NA,VG,73%,"1,012",F,Overcast,NA
2021-07-24T20:00:00Z,16.5°,NNE_7,NA,VG,76%,"1,012",F,Cloudy,NA
2021-07-24T21:00:00Z,16.0°,NNE_7,NA,G,80%,"1,012",R,Overcast,NA
2021-07-24T22:00:00Z,15.8°,NE_3,NA,G,83%,"1,012",R,Overcast,NA
2021-07-24T23:00:00Z,15.6°,N_5,NA,G,83%,"1,011",F,Overcast,NA
2021-07-25T00:00:00Z,15.5°,NNE_5,NA,G,80%,"1,011",F,Overcast,NA
2021-07-25T01:00:00Z,15.3°,NE_3,NA,G,82%,"1,011",F,Overcast,NA
2021-07-25T02:00:00Z,15.0°,N_5,NA,G,84%,"1,011",F,Overcast,NA
2021-07-25T03:00:00Z,15.3°,N_5,NA,VG,78%,"1,010",F,Cloudy,NA
2021-07-25T04:00:00Z,15.0°,NNW_7,NA,VG,81%,"1,010",F,Overcast,NA
2021-07-25T05:00:00Z,14.8°,N_5,NA,G,86%,"1,010",F,Overcast,NA
2021-07-25T06:00:00Z,15.4°,N_7,NA,G,84%,"1,010",F,Overcast,NA
2021-07-25T07:00:00Z,16.1°,N_9,NA,G,82%,"1,010",F,Overcast,NA
2021-07-25T08:00:00Z,17.0°,N_9,NA,VG,80%,"1,010",R,Overcast,NA
2021-07-25T09:00:00Z,17.2°,N_9,NA,VG,75%,"1,010",R,Overcast,NA
2021-07-25T10:00:00Z,18.0°,N_10,NA,VG,75%,"1,010",R,Overcast,NA
2021-07-25T11:00:00Z,18.3°,N_8,NA,VG,75%,"1,010",F,Overcast,NA
2021-07-25T12:00:00Z,20.3°,N_9,NA,VG,67%,"1,010",F,Overcast,NA
2021-07-25T13:00:00Z,20.3°,N_10,NA,VG,62%,"1,010",F,Cloudy,NA
2021-07-25T14:00:00Z,21.7°,N_11,NA,VG,62%,"1,010",F,Cloudy,NA
2021-07-25T15:00:00Z,20.3°,NE_11,NA,VG,65%,"1,010",F,Cloudy,NA
2021-07-25T16:00:00Z,20.2°,NNE_10,NA,VG,63%,"1,010",R,Overcast,NA
2021-07-25T17:00:00Z,19.8°,NNE_8,NA,VG,62%,"1,010",F,Cloudy,NA
2021-07-25T18:00:00Z,19.5°,N_9,NA,VG,64%,"1,010",F,Cloudy,NA
2021-07-25T19:00:00Z,18.6°,NNE_7,NA,VG,68%,"1,010",F,Cloudy,NA
2021-07-25T20:00:00Z,16.8°,NNE_5,NA,VG,72%,"1,010",R,Sunny intervals,NA
2021-07-25T21:00:00Z,15.2°,NNE_3,NA,VG,79%,"1,010",R,Partly cloudy (night),NA
2021-07-25T22:00:00Z,13.1°,W_3,NA,G,91%,"1,010",R,Clear night,NA
2021-07-25T23:00:00Z,12.8°,W_1,NA,G,94%,"1,010",R,Clear night,NA
2021-07-26T00:00:00Z,12.3°,WSW_2,NA,G,95%,"1,010",F,Clear night,NA
2021-07-26T01:00:00Z,11.4°,W_2,NA,M,97%,"1,010",F,Clear night,NA
2021-07-26T02:00:00Z,10.7°,SSE_1,NA,M,97%,"1,010",F,Partly cloudy (night),NA
2021-07-26T03:00:00Z,10.8°,S_1,NA,M,97%,"1,010",F,Clear night,NA
2021-07-26T04:00:00Z,10.4°,NNW_1,NA,M,99%,"1,010",S,Mist,NA
2021-07-26T05:00:00Z,9.5°,WNW_3,NA,M,99%,"1,010",F,Sunny day,NA
2021-07-26T06:00:00Z,11.6°,NW_3,NA,G,100%,"1,010",F,Sunny day,NA
2021-07-26T07:00:00Z,14.0°,N_2,NA,G,93%,"1,010",S,Sunny day,NA
2021-07-26T08:00:00Z,17.1°,N_2,NA,VG,80%,"1,010",R,Sunny day,NA
2021-07-26T09:00:00Z,18.8°,NNW_2,NA,VG,72%,"1,010",R,Sunny day,NA
2021-07-26T10:00:00Z,20.4°,S_2,NA,VG,64%,"1,009",F,Sunny day,NA
2021-07-26T11:00:00Z,21.5°,S_2,NA,VG,61%,"1,009",F,Sunny day,NA
2021-07-26T12:00:00Z,22.6°,SE_3,NA,VG,58%,"1,008",F,Sunny day,NA
2021-07-26T13:00:00Z,23.0°,ESE_6,NA,VG,55%,"1,008",F,Sunny intervals,NA
2021-07-26T14:00:00Z,23.8°,SE_6,NA,VG,51%,"1,008",F,Sunny intervals,NA
2021-07-26T15:00:00Z,24.2°,SE_5,NA,VG,47%,"1,008",F,Sunny intervals,NA
2021-07-26T16:00:00Z,24.1°,S_6,NA,VG,50%,"1,008",F,Cloudy,NA
2021-07-27T03:00:00Z,13.5°,NNW_5,NA,G,93%,"1,007",F,Clear night,NA
2021-07-27T04:00:00Z,13.0°,WNW_5,NA,G,94%,"1,007",F,Clear night,NA
2021-07-27T05:00:00Z,12.9°,NW_3,NA,G,93%,"1,007",F,Sunny day,NA
2021-07-27T06:00:00Z,13.9°,N_1,NA,G,94%,"1,007",F,Sunny day,NA
2021-07-27T07:00:00Z,16.4°,NNE_2,NA,G,87%,"1,007",F,Sunny day,NA
2021-07-27T08:00:00Z,18.1°,NE_2,NA,G,76%,"1,007",R,Sunny day,NA
2021-07-27T09:00:00Z,19.3°,ESE_1,NA,VG,70%,"1,007",R,Cloudy,NA
2021-07-27T10:00:00Z,20.3°,E_2,NA,VG,66%,"1,007",F,Cloudy,NA
2021-07-27T11:00:00Z,20.7°,NW_5,NA,VG,62%,"1,007",F,Cloudy,NA
2021-07-27T03:00:00Z,13.5°,NNW_5,NA,G,93%,"1,007",F,Clear night,–
2021-07-27T04:00:00Z,13.0°,WNW_5,NA,G,94%,"1,007",F,Clear night,–
2021-07-27T05:00:00Z,12.9°,NW_3,NA,G,93%,"1,007",F,Sunny day,–
2021-07-27T06:00:00Z,13.9°,N_1,NA,G,94%,"1,007",F,Sunny day,–
2021-07-27T07:00:00Z,16.4°,NNE_2,NA,G,87%,"1,007",F,Sunny day,–
2021-07-27T08:00:00Z,18.1°,NE_2,NA,G,76%,"1,007",R,Sunny day,–
2021-07-27T09:00:00Z,19.3°,ESE_1,NA,VG,70%,"1,007",R,Cloudy,–
2021-07-27T10:00:00Z,20.3°,E_2,NA,VG,66%,"1,007",F,Cloudy,–
2021-07-27T11:00:00Z,20.7°,NW_5,NA,VG,62%,"1,007",F,Cloudy,–
2021-07-27T12:00:00Z,21.1°,S_3,NA,VG,58%,"1,007",F,Cloudy,–
2021-07-27T13:00:00Z,21.7°,WSW_3,NA,E,56%,"1,006",F,Cloudy,–
2021-07-27T14:00:00Z,22.1°,SW_6,NA,VG,52%,"1,006",F,Cloudy,–
2021-07-27T15:00:00Z,22.0°,SW_6,NA,VG,53%,"1,005",F,Cloudy,–
2021-07-27T16:00:00Z,21.7°,WSW_3,NA,VG,56%,"1,005",F,Cloudy,–
2021-07-27T17:00:00Z,15.9°,WSW_9,NA,M,82%,"1,006",F,Heavy rain,31
2021-07-27T18:00:00Z,16.5°,SW_2,NA,VG,93%,"1,005",F,Overcast,–
2021-07-27T19:00:00Z,17.7°,SE_3,NA,VG,85%,"1,005",F,Cloudy,–
2021-07-27T20:00:00Z,17.0°,SE_3,NA,VG,91%,"1,005",F,Overcast,–
2021-07-27T21:00:00Z,16.3°,SSE_6,NA,G,93%,"1,005",R,Cloudy,–
2021-07-27T22:00:00Z,16.2°,S_3,NA,G,94%,"1,005",S,Overcast,–
2021-07-27T23:00:00Z,16.0°,S_3,NA,G,97%,"1,005",F,Overcast,–
2021-07-28T00:00:00Z,15.4°,SSE_5,NA,G,95%,"1,004",F,Cloudy,–
2021-07-28T01:00:00Z,15.3°,SSE_5,NA,G,95%,"1,004",F,Overcast,–
2021-07-28T02:00:00Z,15.4°,S_2,NA,G,94%,"1,003",F,Overcast,–
2021-07-28T03:00:00Z,15.5°,SSE_3,NA,VG,91%,"1,003",F,Cloudy,–
2021-07-28T04:00:00Z,14.9°,SSE_5,NA,M,96%,"1,003",F,Cloudy,–
2021-07-28T05:00:00Z,15.2°,SSE_5,NA,G,93%,"1,002",F,Overcast,–
2021-07-28T06:00:00Z,15.6°,S_6,NA,VG,94%,"1,002",F,Light rain,–
2021-07-28T07:00:00Z,15.5°,SW_7,NA,VG,86%,"1,002",F,Cloudy,–
2021-07-28T08:00:00Z,16.3°,W_10,NA,E,79%,"1,002",R,Cloudy,–
2021-07-28T09:00:00Z,16.0°,W_11,NA,E,77%,"1,002",R,Cloudy,–
2021-07-28T10:00:00Z,17.1°,W_14,NA,E,69%,"1,002",R,Cloudy,–
2021-07-28T11:00:00Z,18.0°,WSW_8,NA,E,66%,"1,002",F,Cloudy,–
2021-07-27T18:00:00Z,16.5°,SW_2,NA,VG,93%,"1,005",F,Overcast,NA
2021-07-27T19:00:00Z,17.7°,SE_3,NA,VG,85%,"1,005",F,Cloudy,NA
2021-07-27T20:00:00Z,17.0°,SE_3,NA,VG,91%,"1,005",F,Overcast,NA
2021-07-27T21:00:00Z,16.3°,SSE_6,NA,G,93%,"1,005",R,Cloudy,NA
2021-07-27T22:00:00Z,16.2°,S_3,NA,G,94%,"1,005",S,Overcast,NA
2021-07-27T23:00:00Z,16.0°,S_3,NA,G,97%,"1,005",F,Overcast,NA
2021-07-28T00:00:00Z,15.4°,SSE_5,NA,G,95%,"1,004",F,Cloudy,NA
2021-07-28T01:00:00Z,15.3°,SSE_5,NA,G,95%,"1,004",F,Overcast,NA
2021-07-28T02:00:00Z,15.4°,S_2,NA,G,94%,"1,003",F,Overcast,NA
2021-07-28T03:00:00Z,15.5°,SSE_3,NA,VG,91%,"1,003",F,Cloudy,NA
2021-07-28T04:00:00Z,14.9°,SSE_5,NA,M,96%,"1,003",F,Cloudy,NA
2021-07-28T05:00:00Z,15.2°,SSE_5,NA,G,93%,"1,002",F,Overcast,NA
2021-07-28T06:00:00Z,15.6°,S_6,NA,VG,94%,"1,002",F,Light rain,NA
2021-07-28T07:00:00Z,15.5°,SW_7,NA,VG,86%,"1,002",F,Cloudy,NA
2021-07-28T08:00:00Z,16.3°,W_10,NA,E,79%,"1,002",R,Cloudy,NA
2021-07-28T09:00:00Z,16.0°,W_11,NA,E,77%,"1,002",R,Cloudy,NA
2021-07-28T10:00:00Z,17.1°,W_14,NA,E,69%,"1,002",R,Cloudy,NA
2021-07-28T11:00:00Z,18.0°,WSW_8,NA,E,66%,"1,002",F,Cloudy,NA
2021-07-28T12:00:00Z,16.9°,W_14,NA,E,74%,"1,002",F,Light shower (day),NA
2021-07-28T13:00:00Z,18.0°,WSW_13,NA,E,68%,"1,001",F,Cloudy,NA
2021-07-28T14:00:00Z,18.1°,SW_13,NA,E,64%,"1,002",F,Cloudy,NA
2021-07-28T15:00:00Z,16.0°,W_18,NA,E,62%,"1,002",R,Light shower (day),NA
2021-07-28T16:00:00Z,17.4°,SW_14,NA,E,73%,"1,001",R,Cloudy,NA
2021-07-28T17:00:00Z,14.3°,SW_11,NA,VG,85%,"1,001",F,Light rain,NA
2021-07-28T18:00:00Z,15.1°,SSW_10,NA,E,80%,"1,001",F,Cloudy,NA
2021-07-28T19:00:00Z,14.5°,WSW_11,NA,E,71%,"1,001",F,Sunny day,NA
2021-07-28T20:00:00Z,13.9°,SSW_8,NA,VG,78%,"1,001",R,Cloudy,NA
2021-07-28T21:00:00Z,12.7°,SW_11,NA,VG,87%,"1,001",R,Light shower (night),NA
2021-07-28T22:00:00Z,12.7°,SW_9,NA,E,81%,"1,001",R,Overcast,NA
2021-07-28T23:00:00Z,12.0°,SW_6,NA,E,86%,"1,001",F,Overcast,NA
2021-07-29T00:00:00Z,12.5°,WSW_5,NA,E,88%,"1,002",R,Overcast,NA
2021-07-29T01:00:00Z,12.8°,W_6,NA,E,86%,"1,001",F,Overcast,NA
2021-07-29T02:00:00Z,13.2°,SW_9,NA,E,83%,"1,001",F,Overcast,NA
2021-07-29T03:00:00Z,13.7°,WSW_11,NA,E,81%,"1,001",F,Overcast,NA
2021-07-29T04:00:00Z,13.3°,WSW_13,NA,E,83%,"1,001",R,Cloudy,NA
2021-07-28T12:00:00Z,16.9°,W_14,NA,E,74%,"1,002",F,Light shower (day),–
2021-07-28T13:00:00Z,18.0°,WSW_13,NA,E,68%,"1,001",F,Cloudy,–
2021-07-28T14:00:00Z,18.1°,SW_13,NA,E,64%,"1,002",F,Cloudy,–
2021-07-28T15:00:00Z,16.0°,W_18,NA,E,62%,"1,002",R,Light shower (day),–
2021-07-28T16:00:00Z,17.4°,SW_14,NA,E,73%,"1,001",R,Cloudy,–
2021-07-28T17:00:00Z,14.3°,SW_11,NA,VG,85%,"1,001",F,Light rain,–
2021-07-28T18:00:00Z,15.1°,SSW_10,NA,E,80%,"1,001",F,Cloudy,–
2021-07-28T19:00:00Z,14.5°,WSW_11,NA,E,71%,"1,001",F,Sunny day,–
2021-07-28T20:00:00Z,13.9°,SSW_8,NA,VG,78%,"1,001",R,Cloudy,–
2021-07-28T21:00:00Z,12.7°,SW_11,NA,VG,87%,"1,001",R,Light shower (night),–
2021-07-28T22:00:00Z,12.7°,SW_9,NA,E,81%,"1,001",R,Overcast,–
2021-07-28T23:00:00Z,12.0°,SW_6,NA,E,86%,"1,001",F,Overcast,–
2021-07-29T00:00:00Z,12.5°,WSW_5,NA,E,88%,"1,002",R,Overcast,–
2021-07-29T01:00:00Z,12.8°,W_6,NA,E,86%,"1,001",F,Overcast,–
2021-07-29T02:00:00Z,13.2°,SW_9,NA,E,83%,"1,001",F,Overcast,–
2021-07-29T03:00:00Z,13.7°,WSW_11,NA,E,81%,"1,001",F,Overcast,–
2021-07-29T04:00:00Z,13.3°,WSW_13,NA,E,83%,"1,001",R,Cloudy,–
2021-07-29T05:00:00Z,13.7°,WSW_14,NA,E,80%,"1,002",R,Cloudy,–
2021-07-29T06:00:00Z,14.3°,WSW_11,NA,E,81%,"1,002",R,Cloudy,–
2021-07-29T07:00:00Z,15.0°,WSW_7,NA,E,77%,"1,002",R,Cloudy,–
2021-07-29T08:00:00Z,16.4°,W_9,NA,E,75%,"1,003",R,Cloudy,–
2021-07-29T09:00:00Z,17.5°,W_19,NA,E,71%,"1,003",R,Cloudy,29
2021-07-29T10:00:00Z,17.7°,WSW_13,NA,E,70%,"1,003",R,Cloudy,31
2021-07-29T11:00:00Z,19.9°,W_19,NA,E,66%,"1,003",R,Sunny intervals,29
2021-07-29T12:00:00Z,20.1°,WSW_19,NA,E,65%,"1,004",R,Sunny intervals,30
2021-07-29T13:00:00Z,18.8°,W_17,NA,E,68%,"1,004",R,Sunny intervals,–
2021-07-29T14:00:00Z,18.5°,W_21,NA,E,69%,"1,005",R,Cloudy,30
2021-07-29T15:00:00Z,18.7°,W_21,NA,E,69%,"1,005",R,Cloudy,32
2021-07-29T16:00:00Z,17.8°,W_14,NA,E,72%,"1,005",R,Cloudy,30
2021-07-29T17:00:00Z,17.6°,W_19,NA,E,67%,"1,005",R,Cloudy,29
2021-07-29T18:00:00Z,17.4°,SW_13,NA,VG,71%,"1,006",R,Overcast,–
2021-07-29T19:00:00Z,16.8°,WSW_10,NA,VG,73%,"1,006",R,Cloudy,–
2021-07-29T20:00:00Z,15.7°,SW_6,NA,VG,77%,"1,006",R,Partly cloudy (night),–
2021-07-29T21:00:00Z,13.9°,WSW_5,NA,VG,84%,"1,006",R,Partly cloudy (night),–
2021-07-29T22:00:00Z,14.0°,SW_3,NA,E,89%,"1,006",R,Clear night,–
2021-07-29T23:00:00Z,13.7°,SW_3,NA,VG,89%,"1,006",S,Partly cloudy (night),–
2021-07-30T00:00:00Z,13.9°,SSW_5,NA,E,91%,"1,006",F,Cloudy,–
2021-07-30T01:00:00Z,14.3°,SSW_3,NA,VG,88%,"1,006",F,Overcast,–
2021-07-30T02:00:00Z,13.2°,S_2,NA,VG,91%,"1,005",F,Overcast,–
2021-07-30T03:00:00Z,13.4°,SE_5,NA,VG,94%,"1,005",F,Overcast,–
2021-07-30T04:00:00Z,13.3°,ESE_3,NA,VG,93%,"1,004",F,Overcast,–
2021-07-30T05:00:00Z,12.8°,SSE_3,NA,G,96%,"1,004",F,Cloudy,–
2021-07-30T06:00:00Z,13.0°,SSE_5,NA,G,97%,"1,004",F,Light rain,–
2021-07-30T07:00:00Z,12.9°,SSE_3,NA,M,97%,"1,004",F,Light rain,–
2021-07-30T08:00:00Z,13.6°,SSE_1,NA,M,96%,"1,004",F,Light rain,–
2021-07-30T09:00:00Z,14.2°,NE_5,NA,G,96%,"1,004",F,Overcast,–
2021-07-30T10:00:00Z,15.6°,NNE_8,NA,G,93%,"1,003",F,Cloudy,–
2021-07-30T11:00:00Z,15.7°,N_10,NA,M,89%,"1,003",F,Light rain,–
2021-07-30T12:00:00Z,15.6°,N_9,NA,P,96%,"1,002",F,Drizzle,–
2021-07-30T13:00:00Z,15.1°,NNE_8,NA,P,96%,"1,002",F,Light rain,–
2021-07-30T14:00:00Z,15.7°,N_10,NA,G,93%,"1,002",F,Light rain,–
2021-07-30T15:00:00Z,15.9°,NNE_8,NA,VG,85%,"1,002",F,Cloudy,–
2021-07-30T16:00:00Z,15.9°,NNE_8,NA,VG,84%,"1,003",R,Overcast,–
2021-07-30T17:00:00Z,16.1°,NNE_9,NA,E,86%,"1,003",R,Cloudy,–
2021-07-30T01:00:00Z,14.3°,SSW_3,NA,VG,88%,"1,006",F,Overcast,NA
2021-07-30T02:00:00Z,13.2°,S_2,NA,VG,91%,"1,005",F,Overcast,NA
2021-07-30T03:00:00Z,13.4°,SE_5,NA,VG,94%,"1,005",F,Overcast,NA
2021-07-30T04:00:00Z,13.3°,ESE_3,NA,VG,93%,"1,004",F,Overcast,NA
2021-07-30T05:00:00Z,12.8°,SSE_3,NA,G,96%,"1,004",F,Cloudy,NA
2021-07-30T06:00:00Z,13.0°,SSE_5,NA,G,97%,"1,004",F,Light rain,NA
2021-07-30T07:00:00Z,12.9°,SSE_3,NA,M,97%,"1,004",F,Light rain,NA
2021-07-30T08:00:00Z,13.6°,SSE_1,NA,M,96%,"1,004",F,Light rain,NA
2021-07-30T09:00:00Z,14.2°,NE_5,NA,G,96%,"1,004",F,Overcast,NA
